chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
0.0,0.0,513046,0,0,-3,3,0,3,0.0,0.0,0,Danilo,0.0,429,False,Ankle injury - Unknown return date,2024-08-17T20:00:06.172553Z,47,513046.jpg,1.0,dos Santos de Oliveira,0.0,False,,i,16,17,1,518,0,5215,0,0.0,0.2,Danilo,30.0,14,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.1,0.0,0.0,1,0.00,0.00,0.00,0.28,627,280,427,224,612,277,629,282,,,,,,,0.0,0.0,0.0,0.0,1.8,0.0,344,224,594,252,391,191,618,270,6.43,0.0
,,230251,0,0,-1,1,0,4,0.0,-1.0,0,Emmanuel,0.0,430,False,,,49,230251.jpg,0.0,Dennis,0.3,False,,a,16,17,0,37229,73,39533,125,0.0,0.0,Dennis,157.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,640,60,636,59,629,60,641,60,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,270,57,617,60,643,62,319,51,0.0,0.0
,,250199,0,0,-2,2,0,3,2.0,1.0,2,Nicolás,2.0,431,False,,,48,250199.jpg,1.4,Domínguez,0.0,False,,a,16,17,14,2494,16,3299,16,0.4,2.9,Dominguez,10.0,579,0,0,2,7,0,0,0,3,0,0,0,75,100.4,58.7,81.0,24.0,7,0.75,0.25,1.00,8.16,212,85,203,125,134,85,208,106,,,,,,,0.12,0.0,0.04,0.16,1.27,1.09,316,210,158,69,320,153,541,215,1.09,0.31
100.0,100.0,449434,0,0,-3,3,0,3,2.8,1.8,1,Anthony,2.8,432,False,,2024-08-17T20:30:06.384998Z,52,449434.jpg,2.2,Elanga,0.8,False,,a,16,17,26,63504,365,202289,213,0.5,5.0,Elanga,206.0,691,0,2,3,9,0,0,0,1,0,0,0,88,93.0,202.8,117.0,41.5,9,0.72,1.27,1.99,8.20,224,95,45,38,94,59,97,59,2.0,,2.0,,,,0.09,0.0,0.17,0.26,1.07,1.17,171,104,91,39,208,92,221,71,1.17,0.39
100.0,100.0,222531,0,0,-2,2,0,3,1.0,0.0,0,Morgan,1.0,433,False,,2024-10-06T22:00:07.922561Z,63,222531.jpg,2.6,Gibbs-White,1.2,False,,a,16,17,21,182861,343,538367,266,0.2,3.3,Gibbs-White,241.0,627,1,0,3,6,0,0,0,1,1,0,2,82,107.0,179.8,184.0,47.1,8,1.16,0.98,2.14,6.16,204,80,57,47,49,30,71,42,,,4.0,,2.0,,0.17,0.0,0.14,0.31,0.88,0.86,60,38,258,123,166,72,191,58,1.15,0.43
100.0,100.0,209046,0,0,-1,1,1,3,3.8,2.8,2,Callum,3.8,434,False,,2024-10-23T08:00:07.622507Z,54,209046.jpg,3.3,Hudson-Odoi,2.3,False,,a,16,17,40,271126,1755,379753,746,0.7,7.4,Hudson-Odoi,241.0,874,2,1,4,9,0,0,0,1,0,0,3,184,162.0,260.4,169.0,58.8,10,1.04,1.16,2.20,8.26,126,42,26,22,57,35,45,32,,,,,,,0.11,0.0,0.12,0.23,0.85,0.93,133,78,45,19,87,36,129,40,1.03,0.41
0.0,0.0,244930,0,0,0,0,0,3,0.0,0.0,0,Alex,0.0,435,False,Season long loan to Port Vale,2024-08-29T11:09:56.647313Z,45,244930.jpg,0.0,Mighten,0.0,False,,u,16,17,0,689,0,3720,2,0.0,0.0,Mighten,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,566,232,564,237,543,227,569,235,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,387,233,526,199,574,238,604,259,0.0,0.0
,,575476,0,0,1,-1,0,2,4.0,3.0,1,Murillo,4.0,436,False,,,46,575476.jpg,3.8,Santiago Costa dos Santos,2.4,False,,a,16,17,45,258931,6114,67653,426,0.9,9.8,Murillo,30.0,1080,1,0,4,13,0,0,0,1,0,0,3,190,273.8,88.3,82.0,44.6,12,0.55,0.46,1.01,12.69,26,6,151,34,131,19,79,15,,,3.0,,,,0.05,0.0,0.04,0.09,1.06,1.08,352,52,33,8,61,10,120,45,1.0,0.33
,,215136,0,0,-2,2,0,2,0.5,-0.5,1,Neco,0.5,437,False,,,43,215136.jpg,1.4,Williams,0.4,False,,a,16,17,14,39944,63,57430,71,0.1,3.3,N.Williams,244.0,386,0,0,1,3,0,0,0,3,0,0,0,54,79.2,62.6,74.0,21.7,3,0.59,0.20,0.79,4.28,245,91,195,53,148,27,231,71,,,,,,,0.14,0.0,0.05,0.19,1.0,0.7,553,135,302,98,315,105,284,107,0.7,0.23
0.0,0.0,204822,0,0,0,0,0,2,0.0,0.0,0,Omar,0.0,438,False,Loaned to Rio Ave,2024-08-22T11:19:23.101534Z,45,204822.jpg,0.0,Richards,0.0,False,,u,16,17,0,33,0,4623,2,0.0,0.0,O.Richards,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,561,216,559,216,538,211,564,216,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,373,63,520,211,569,214,598,202,0.0,0.0
0.0,0.0,243345,0,0,0,0,0,3,0.0,0.0,0,Lewis,0.0,439,False,On loan to Los Angeles Football Club for the rest of the season,2024-08-01T07:01:57.624673Z,50,243345.jpg,0.0,O'Brien,0.0,False,,u,16,17,0,0,0,117,0,0.0,0.0,O'Brien,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,646,292,644,293,641,291,647,293,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,213,135,630,279,648,293,677,307,0.0,0.0
,,466404,0,0,-2,2,0,2,0.0,-1.0,0,Andrew,0.0,440,False,,,43,466404.jpg,0.0,Omobamidele,0.1,False,,a,16,17,0,783,3,4250,10,0.0,0.0,Omobamidele,104.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,533,202,523,201,496,194,536,202,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,563,143,481,192,541,200,504,183,0.0,0.0
0.0,0.0,209035,0,0,0,0,0,2,0.0,0.0,0,Jonathan,0.0,441,False,On a season long loan to Rio Ave,2024-07-18T09:44:17.568948Z,40,209035.jpg,0.0,Panzo,0.0,False,,u,16,17,0,0,0,120,0,0.0,0.0,Panzo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,471,164,455,163,416,145,474,164,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,608,172,402,142,479,162,675,223,0.0,0.0
0.0,0.0,210462,0,0,-1,1,0,3,0.0,0.0,0,Ibrahim,0.0,442,False,Hamstring injury - Unknown return date,2024-09-12T15:00:06.800627Z,44,210462.jpg,1.3,Sangaré,0.9,False,,i,16,17,4,164726,62,290401,311,0.0,0.9,Sangaré,54.0,212,0,0,1,2,0,0,0,2,0,0,0,26,38.8,16.4,19.0,7.4,3,0.02,0.06,0.08,1.98,322,149,309,178,273,151,329,162,,,,,,,0.01,0.0,0.03,0.04,0.84,0.85,494,296,494,185,325,157,209,65,1.27,0.42
100.0,100.0,85633,0,0,2,-2,1,1,3.8,2.8,2,Matz,3.8,443,False,,2024-10-12T11:00:07.468908Z,47,85633.jpg,4.3,Sels,7.4,False,,a,16,17,52,879650,2896,256247,1190,0.8,11.1,Sels,21.0,1080,0,1,4,13,0,0,0,2,0,33,6,162,235.4,0.1,0.0,23.7,12,0.00,0.04,0.04,12.69,57,15,426,10,607,61,211,15,,,,,,,0.0,2.75,0.0,0.0,1.06,1.08,330,11,41,3,33,4,57,11,1.0,0.33
,,114241,0,0,-2,2,0,2,0.0,-1.0,0,Harry,0.0,444,False,,,43,114241.jpg,1.0,Toffolo,0.1,False,,a,16,17,1,1115,6,5295,6,0.0,0.2,Toffolo,241.0,36,0,0,0,1,0,0,0,0,0,0,0,0,9.6,3.0,6.0,1.9,0,0.02,0.01,0.03,0.67,391,137,380,130,336,112,404,133,,,,,,,0.05,0.0,0.02,0.07,1.68,2.5,543,126,473,186,366,127,501,182,0.0,0.0
0.0,0.0,201440,0,0,0,0,0,4,0.0,0.0,0,Hwang,0.0,446,False,Transferred to Alanyaspor,2024-09-10T11:39:20.038647Z,45,201440.jpg,0.0,Ui-jo,1.4,False,,u,16,17,0,317328,0,344082,839,0.0,0.0,Ui-jo,114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,559,46,557,46,536,46,562,46,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,371,64,518,44,567,50,177,33,0.0,0.0
100.0,100.0,60689,0,0,6,-6,1,4,5.8,4.8,1,Chris,5.8,447,True,,2024-10-26T11:00:07.644070Z,66,60689.jpg,5.8,Wood,23.5,False,,a,16,17,69,3038555,7789,1161071,18601,0.9,10.5,Wood,154.0,915,8,0,5,10,0,0,0,1,0,0,15,273,302.6,102.5,327.0,73.4,11,4.45,0.19,4.64,9.62,16,3,136,11,13,7,20,5,,,,,1.0,,0.44,0.0,0.02,0.46,0.95,0.98,39,18,11,6,11,5,10,2,1.08,0.49
0.0,0.0,208912,0,0,0,0,0,2,0.0,0.0,0,Joe,0.0,448,False,Transferred to Burnley,2024-08-26T10:09:19.430328Z,45,208912.jpg,0.0,Worrall,0.0,False,,u,16,17,0,71,0,4977,1,0.0,0.0,Worrall,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,562,217,560,217,539,212,565,217,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,374,64,521,212,570,215,585,198,0.0,0.0
100.0,100.0,204968,0,0,-1,1,0,3,3.2,2.2,1,Ryan,3.2,449,False,,2024-08-30T04:00:05.695621Z,49,204968.jpg,2.6,Yates,0.3,False,,a,16,17,31,52487,124,38675,143,0.7,6.3,Yates,241.0,896,1,1,3,10,0,0,0,4,0,0,3,144,151.8,146.3,147.0,44.5,8,1.44,0.32,1.76,11.26,142,50,83,63,75,47,80,48,,,,,,,0.14,0.0,0.03,0.17,1.13,1.0,264,172,64,26,159,67,308,101,0.8,0.3
100.0,100.0,101178,0,0,-3,3,0,3,0.8,-0.2,2,James,0.8,531,False,,2024-10-25T22:30:06.650947Z,62,101178.jpg,1.3,Ward-Prowse,0.6,False,,a,16,17,9,19248,72,150746,53,0.1,1.5,Ward-Prowse,241.0,394,0,0,1,8,0,0,0,0,1,0,0,44,32.4,29.4,9.0,7.1,5,0.06,0.39,0.45,5.75,329,152,272,161,325,178,331,163,1.0,,1.0,,,,0.01,0.0,0.09,0.1,1.31,1.83,65,42,295,145,333,162,243,80,1.14,0.23
,,227444,0,0,0,0,0,2,2.2,1.2,1,Nikola,2.2,573,False,,,45,227444.jpg,3.4,Milenković,1.1,False,,a,16,17,37,132867,741,44248,150,0.5,8.2,Milenković,190.0,990,0,1,4,12,0,0,0,1,0,0,0,142,157.0,45.8,78.0,28.1,11,1.68,0.42,2.10,11.47,133,54,236,65,138,22,187,53,,,,,,,0.15,0.0,0.04,0.19,1.04,1.09,379,68,121,37,77,16,193,74,1.0,0.36
100.0,100.0,510500,0,0,-1,1,0,3,1.0,0.0,1,João Pedro,1.0,596,False,,2024-11-01T10:30:06.942890Z,59,510500.jpg,1.2,Ferreira Silva,0.1,False,,a,16,17,13,9067,29,15479,26,0.2,2.2,Jota Silva,173.0,257,0,1,0,4,0,0,0,1,0,0,0,55,58.6,55.1,61.0,17.5,0,0.36,0.40,0.76,3.29,282,130,213,133,173,104,254,125,,,,,,,0.13,0.0,0.14,0.27,1.15,1.4,88,55,257,122,348,171,433,156,0.0,0.0
,,502222,0,0,0,0,0,3,1.0,0.0,1,Ramón,1.0,620,False,,,55,502222.jpg,1.6,Sosa,0.0,False,,a,16,17,13,3176,26,2680,8,0.2,2.4,Sosa,168.0,120,1,0,0,2,0,0,0,0,0,0,0,57,54.6,45.9,48.0,14.8,0,0.79,0.28,1.07,0.85,289,134,235,144,200,116,274,133,4.0,,,,,,0.59,0.0,0.21,0.8,0.64,1.5,125,76,254,120,306,145,533,210,0.0,0.0
,,485047,0,0,0,0,0,2,0.2,-0.8,0,Felipe,0.2,653,False,,,45,485047.jpg,1.0,Rodrigues da Silva,0.0,False,,a,16,17,5,1700,13,1065,13,0.0,1.1,Morato,30.0,65,0,0,0,0,0,0,0,0,0,0,0,25,31.4,1.6,0.0,3.3,0,0.00,0.00,0.00,1.47,333,119,394,136,562,215,377,126,,,,,,,0.0,0.0,0.0,0.0,2.04,0.0,416,84,344,122,377,133,568,197,0.0,0.0
0.0,0.0,225321,0,0,-1,1,1,1,0.0,0.0,0,Aaron,3.2,14,False,Hand injury - Expected back 22 Dec,2024-11-12T14:30:07.315514Z,44,225321.jpg,2.9,Ramsdale,2.0,False,,i,17,20,26,256755,16,169734,2685,0.7,5.9,Ramsdale,241.0,810,0,0,1,19,0,0,0,1,0,36,2,102,261.6,0.0,0.0,26.2,9,0.00,0.01,0.01,20.33,36,12,536,58,510,50,198,12,,,,,,,0.0,4.0,0.0,0.0,2.26,2.11,503,24,60,6,128,18,140,21,1.0,0.11
,,433979,0,0,0,0,1,4,1.0,0.0,0,Cameron,1.5,27,False,,,50,433979.jpg,2.5,Archer,2.4,False,,a,17,20,27,374126,762,266905,1927,0.3,5.4,Archer,241.0,593,2,0,1,11,0,0,1,0,0,0,4,77,85.2,25.7,213.0,32.6,6,3.52,0.11,3.63,14.41,238,24,280,31,37,16,146,22,,,,,2.0,,0.53,0.0,0.02,0.55,2.19,1.67,217,47,202,28,173,25,122,21,0.91,0.15
,,503714,0,0,0,0,0,3,-0.3,-1.3,0,Lesley,0.2,188,False,,,45,503714.jpg,1.0,Ugochukwu,0.3,False,,a,17,20,5,42880,28,44411,94,0.0,1.1,Ugochukwu,73.0,170,0,0,0,6,0,0,0,1,0,0,0,14,19.0,27.1,6.0,5.1,2,0.21,0.06,0.27,3.46,355,168,277,163,341,185,356,175,,,,,,,0.11,0.0,0.03,0.14,1.83,3.18,436,265,346,164,379,180,298,97,1.06,0.0
100.0,100.0,90105,0,0,-2,2,0,3,-0.5,-1.5,0,Ryan,0.0,397,False,,2024-11-01T16:30:08.020367Z,48,90105.jpg,0.2,Fraser,0.0,False,,a,17,20,1,1664,0,3565,2,0.0,0.2,Fraser,243.0,140,0,0,0,7,0,0,0,0,1,0,0,6,16.8,12.4,9.0,3.0,2,0.02,0.09,0.11,3.99,365,175,326,187,321,175,382,189,,,,,,,0.01,0.0,0.06,0.07,2.56,4.5,294,195,596,254,453,226,570,233,1.29,0.0
0.0,0.0,502697,0,0,-1,1,0,3,0.0,0.0,0,Carlos,0.0,450,False,Permanent transfer to Flamengo,2024-08-30T09:48:28.633540Z,49,502697.jpg,1.0,Alcaraz Durán,0.0,False,,u,17,20,1,1072,0,9743,1,0.0,0.2,Alcaraz,,9,0,0,0,0,0,0,0,0,0,0,0,4,8.4,15.9,19.0,4.3,0,0.07,0.03,0.10,0.00,399,196,312,180,276,153,366,181,,,,,,,0.7,0.0,0.3,1.0,0.0,0.0,287,189,624,273,404,200,584,247,0.0,0.0
,,499724,0,0,-1,1,0,3,-0.5,-1.5,0,Samuel,0.0,451,False,,,44,499724.jpg,1.0,Amo-Ameyaw,0.1,False,,a,17,20,1,10489,138,12548,19,0.0,0.2,Amo-Ameyaw,241.0,9,0,0,0,0,0,0,0,0,0,0,0,4,4.0,15.0,6.0,2.5,0,0.02,0.13,0.15,0.00,420,206,316,182,339,184,391,195,,,,,,,0.2,0.0,1.3,1.5,0.0,0.0,520,301,504,188,374,176,443,160,0.0,0.0
,,193204,0,0,-1,1,0,3,0.5,-0.5,0,Joe,1.0,452,False,,,49,193204.jpg,2.3,Aribo,0.1,False,,a,17,20,23,8500,9,9021,15,0.2,4.7,Aribo,157.0,598,1,0,0,14,0,0,0,0,0,0,2,113,109.0,75.9,110.0,29.7,6,1.27,0.56,1.83,16.10,200,77,165,108,100,64,171,93,,,,,,,0.19,0.0,0.08,0.27,2.42,2.11,258,166,240,108,190,82,487,181,0.9,0.0
,,155511,0,0,-4,4,0,4,1.7,0.7,0,Adam,2.2,453,False,,,51,155511.jpg,1.9,Armstrong,0.6,False,,a,17,20,15,98279,205,204697,230,0.4,2.9,Armstrong,241.0,454,1,0,1,7,0,0,0,2,0,0,1,43,51.8,54.3,117.0,22.3,5,1.19,0.31,1.50,9.52,297,30,216,26,93,27,220,28,,,,,1.0,,0.24,0.0,0.06,0.3,1.89,1.39,178,44,134,22,247,29,241,41,0.99,0.2
0.0,0.0,456350,0,0,-2,2,0,1,0.0,0.0,0,Gavin,0.0,454,False,Achilles injury - Expected back 15 Feb,2024-08-23T09:30:06.171400Z,43,456350.jpg,0.0,Bazunu,0.1,False,,i,17,20,0,1698,3,21911,11,0.0,0.0,Bazunu,104.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,532,67,522,54,495,46,535,67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,561,37,480,64,540,67,434,60,0.0,0.0
0.0,0.0,171771,0,0,0,0,0,2,0.0,0.0,0,Jan,2.0,455,False,Knee injury - Expected back 07 Dec,2024-11-21T08:30:09.393120Z,40,171771.jpg,1.5,Bednarek,3.2,False,,i,17,20,17,415248,96,229709,2856,0.5,4.2,Bednarek,172.0,980,0,0,1,21,0,0,0,3,0,0,0,100,269.4,47.3,10.0,32.6,11,0.01,0.76,0.77,23.03,29,8,232,64,313,101,145,40,,,,,,,0.0,0.0,0.07,0.07,2.12,1.93,599,166,146,43,308,101,100,41,1.01,0.09
,,477386,0,0,-1,1,0,2,-0.5,-1.5,0,Armel,0.0,456,False,,,39,477386.jpg,0.0,Bella-Kotchap,0.5,False,,a,17,20,0,36207,99,26139,85,0.0,0.0,Bella-Kotchap,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,446,153,429,151,389,132,449,153,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,673,219,375,129,455,152,265,98,0.0,0.0
,,184386,0,0,-1,1,0,2,-0.3,-1.3,0,James,0.2,457,False,,,39,184386.jpg,1.0,Bree,0.2,False,,a,17,20,1,17055,162,11444,43,0.1,0.3,Bree,241.0,13,0,0,0,0,0,0,0,0,0,0,0,4,3.6,10.7,0.0,1.4,0,0.00,0.02,0.02,0.56,425,147,336,107,386,129,418,141,,,,,,,0.0,0.0,0.14,0.14,3.88,0.0,670,216,329,108,355,117,333,120,0.0,0.0
0.0,0.0,463210,0,0,0,0,0,3,0.0,0.0,0,Shea,0.0,458,False,Has joined Sheffield Wednesday on a season-long loan,2024-08-29T11:10:39.600629Z,45,463210.jpg,0.0,Charles,0.0,False,,u,17,20,0,1091,0,6860,4,0.0,0.0,Charles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,578,242,576,247,555,237,581,245,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,407,244,538,209,586,248,556,226,0.0,0.0
0.0,0.0,490503,0,0,-1,1,0,3,0.0,0.0,0,Samuel,0.0,459,False,Loaned to Anderlecht,2024-09-10T11:28:17.403794Z,49,490503.jpg,0.5,Edozie,0.0,False,,u,17,20,1,463,0,2511,2,0.0,0.2,Edozie,,64,0,0,0,0,0,0,0,1,0,0,0,6,9.8,19.0,22.0,5.1,0,0.00,0.15,0.15,0.31,390,190,302,174,260,145,357,176,,,,,,,0.0,0.0,0.21,0.21,0.44,0.0,283,186,621,271,450,225,631,279,0.0,0.0
,,500926,0,0,-1,1,0,2,-0.5,-1.5,0,Ronnie,0.0,460,False,,,39,500926.jpg,0.0,Edwards,0.3,False,,a,17,20,0,24595,108,15175,65,0.0,0.0,Edwards,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,447,154,430,152,390,133,450,154,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,674,220,376,130,456,153,306,114,0.0,0.0
,,245719,0,0,1,-1,0,2,1.5,0.5,0,Taylor,2.0,461,False,,,41,245719.jpg,2.0,Harwood-Bellis,10.0,False,,a,17,20,22,656591,1396,607563,1018,0.5,5.4,Harwood-Bellis,241.0,859,1,0,1,17,0,0,0,4,0,0,0,92,235.8,86.3,105.0,42.8,10,1.16,0.13,1.29,19.37,56,17,155,36,105,11,89,17,,,,,,,0.12,0.0,0.01,0.13,2.03,1.78,579,156,147,44,222,69,45,17,1.05,0.1
100.0,100.0,504783,0,0,0,0,0,3,-0.3,-1.3,0,Kamaldeen,0.2,462,False,,2024-08-05T15:00:04.500770Z,50,504783.jpg,1.0,Sulemana,0.0,False,,a,17,20,2,461,6,775,2,0.0,0.4,Kamaldeen,81.0,15,0,0,0,1,0,0,0,0,0,0,0,7,7.0,0.3,5.0,1.2,0,0.02,0.00,0.02,0.80,408,200,417,221,347,191,423,210,,,,,,,0.12,0.0,0.0,0.12,4.8,6.0,229,145,361,176,406,201,650,290,0.0,0.0
100.0,100.0,39155,0,0,0,0,0,3,0.0,-1.0,0,Adam,0.5,463,False,,2024-08-15T14:30:06.184270Z,50,39155.jpg,1.6,Lallana,0.0,False,,a,17,20,11,2830,10,4458,8,0.1,2.2,Lallana,241.0,276,0,2,0,4,0,0,0,3,0,0,1,51,67.0,60.8,21.0,14.8,4,0.15,0.40,0.55,5.15,268,120,201,123,267,149,273,132,,,,,,,0.05,0.0,0.13,0.18,1.68,1.3,185,116,319,155,301,140,560,230,1.3,0.0
100.0,100.0,515571,0,0,0,0,0,2,-0.5,-1.5,0,Juan,0.0,464,False,,2024-08-16T11:00:06.405628Z,40,515571.jpg,0.0,Larios López,0.1,False,,a,17,20,0,2500,2,5537,9,0.0,0.0,Larios,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,505,182,490,181,453,165,508,182,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,650,197,439,162,513,180,467,170,0.0,0.0
0.0,0.0,200428,0,0,0,0,0,1,0.0,0.0,0,Mateusz,0.0,465,False,Transferred to Göztepe,2024-08-23T12:38:57.742902Z,40,200428.jpg,0.0,Lis,0.1,False,,u,17,20,0,888,0,15503,14,0.0,0.0,Lis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,469,42,453,23,414,14,472,42,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,606,52,400,34,477,42,436,61,0.0,0.0
,,167888,0,0,0,0,0,1,-0.5,-1.5,0,Joe,0.0,466,False,,,40,167888.jpg,0.0,Lumley,0.3,False,,a,17,20,0,12307,5,14117,14,0.0,0.0,Lumley,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,461,39,445,20,406,11,464,39,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,596,49,392,31,470,39,323,46,0.0,0.0
,,204863,0,0,-2,2,0,2,0.5,-0.5,0,Ryan,1.0,467,False,,,43,204863.jpg,1.6,Manning,0.1,False,,a,17,20,8,1512,6,4881,6,0.2,1.9,Manning,104.0,329,0,1,0,6,0,0,0,1,0,0,0,22,48.6,110.5,22.0,18.0,5,0.05,0.59,0.64,8.79,302,105,126,26,258,75,248,83,1.0,,,,,,0.01,0.0,0.16,0.17,2.4,1.64,552,134,228,74,290,95,495,180,1.37,0.0
0.0,0.0,476888,0,0,0,0,0,4,0.0,0.0,0,Sékou,0.0,468,False,Transferred to Strasbourg,2024-08-26T10:17:11.280625Z,50,476888.jpg,0.0,Mara,0.0,False,,u,17,20,0,782,0,7841,4,0.0,0.0,Mara,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,653,64,651,63,648,64,654,64,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,225,49,638,64,655,66,565,71,0.0,0.0
,,58376,0,0,-2,2,0,1,-0.5,-1.5,0,Alex,0.0,469,False,,,43,58376.jpg,3.0,McCarthy,0.2,False,,a,17,20,6,12915,19,18985,8,0.0,1.4,McCarthy,241.0,180,0,0,0,2,0,0,0,0,0,7,0,21,52.0,0.0,0.0,5.2,2,0.00,0.00,0.00,2.70,295,26,512,48,480,39,350,26,,,,,,,0.0,3.5,0.0,0.0,1.35,1.0,532,30,464,58,113,16,398,58,1.0,0.0
,,147611,0,0,-1,1,0,4,0.0,-1.0,0,Paul,0.5,470,False,,,49,147611.jpg,0.8,Onuachu,0.2,False,,a,17,20,4,25615,108,19494,115,0.1,0.8,Onuachu,157.0,59,0,0,0,3,0,0,0,1,0,0,0,8,5.8,10.6,32.0,4.8,0,0.06,0.00,0.06,2.51,411,39,339,38,230,37,360,39,,,,,,,0.09,0.0,0.0,0.09,3.83,4.58,251,56,317,38,432,46,348,54,0.0,0.0
0.0,0.0,214466,0,0,0,0,0,3,0.0,0.0,0,Will,0.0,471,False,Hamstring injury - Unknown return date,2024-10-20T11:00:06.361543Z,50,214466.jpg,1.5,Smallbone,0.0,False,,i,17,20,6,1633,2,5500,3,0.0,1.2,Smallbone,104.0,240,0,0,0,5,0,0,0,0,0,0,0,31,22.6,57.1,32.0,11.1,3,0.31,0.54,0.85,4.93,347,165,207,129,231,129,297,145,2.0,,1.0,,,,0.12,0.0,0.2,0.32,1.85,1.88,207,130,629,278,311,147,583,246,1.12,0.0
100.0,100.0,88900,0,0,0,0,0,2,1.5,0.5,0,Jack,2.0,472,False,,2024-10-02T00:30:05.770760Z,40,88900.jpg,1.4,Stephens,0.7,False,,a,17,20,10,100481,420,69854,105,0.5,2.5,Stephens,241.0,575,0,0,1,11,0,0,0,1,1,0,0,49,71.8,49.4,11.0,13.2,7,0.23,0.19,0.42,12.07,258,95,226,62,308,97,282,94,,,,,,,0.04,0.0,0.03,0.07,1.89,1.72,587,159,145,42,314,104,232,87,1.1,0.16
